return_id,order_id,product_id,return_date,refund_amount,return_reason_code,processed_by
aa0ae00f-bfdc-45c4-817a-c20f2223e824,1312f154-4f1c-4cf9-b5f8-d3b4285c938c,c050db23-29f4-46fa-b072-8844463197d1,2024-04-30,158.12,FIT_ISSUE,John Turner
77bf61de-7b63-48ee-a28e-23ff21b7da61,c4a09e98-4466-4d2f-ad6c-dd1c3fdd0f58,69ea0718-176b-49cd-a2f0-edba72d0ec1e,2024-04-30,139.56,NOT_AS_DESCRIBED,Eric Keller
9afb889e-f4e4-47e7-9525-295131e8d1ca,7a0c0d5d-89d2-4503-97e4-2ed758d2c6e0,89c826b8-816c-420d-9ab1-8ad3d5641bc1,2023-07-18,81.68,NOT_AS_DESCRIBED,Debbie Hill
52f0b039-0956-4de2-90fc-cc8713f830b5,ded7ee98-766d-4aa0-b25a-4aa75b3685d7,da3be650-242d-44b3-b967-eead8fbd0df1,2024-04-21,138.31,DEFECTIVE,Antonio Bryant
f4c9bca3-3453-484d-a877-b34b772f7670,a364d8b0-8cd2-47ea-abd4-bebb68dccaae,ac305b4e-8fe5-4ab4-8624-ecb32a04b293,2023-07-24,11.91,NOT_AS_DESCRIBED,Jessica Miranda
37eaff9b-8bca-41a8-b011-acd25726808e,16f2af5e-499f-48d2-9d29-b7fecf11b2cc,6759ae11-76a7-4308-8752-3d70ab080c99,2024-04-30,249.89,FIT_ISSUE,April Frederick
e2408af1-ed8a-4798-93e6-230f37c8a8df,0bb18b12-2434-4268-965b-2e82ac0838d9,d55196f6-9c7a-41bb-b28c-eb1278ca36e9,2024-04-14,665.31,NOT_AS_DESCRIBED,Lori Garner
52500bd0-13a3-462d-923e-52988e5cca82,ee463224-cac8-4524-8423-d7e9d7b70cc2,7c98fdeb-1339-4de5-9baa-c29572ae2c9a,2024-02-21,144.65,FIT_ISSUE,Shannon Martinez
61635054-67e7-4b90-b392-d91490d8d319,f29dfe56-524a-4582-8e39-d8c930c519ce,30788bf3-7590-4c3f-9267-11e731302a87,2024-01-12,82.03,BUYER_REMORSE,Joseph Bailey
9358601e-efd9-4ab4-a086-2170c4620b6f,d889c748-8b73-4b4f-ae37-ae74de466103,23f8498b-b5f5-4331-b857-8710b7ac9b64,2023-10-03,146.35,NOT_AS_DESCRIBED,James Garcia
9bf6bcb9-e96e-4cbe-b87f-bd33b75db2a5,20e87d29-d59e-40ea-a0d4-5f9d474975d3,2ff46581-1372-4536-a39d-ca9ca5be3a92,2023-03-10,137.65,BUYER_REMORSE,Richard Cowan
7ebb5f0c-0f35-44b5-8f24-c464f3116202,e5e117fe-b243-4c9a-81b5-971e02cd498a,4b1f0a22-da38-4e20-ad17-695c7c9aa0f6,2023-10-27,78.42,NOT_AS_DESCRIBED,Gregory Cooper
adf2598a-1df7-4c7d-a923-db453c7425c6,9c87800c-a226-40ee-84c8-8a37378d8d65,b3e01138-4ef7-4b9a-af14-8ee30703bc48,2023-11-10,2120.29,WRONG_ITEM,Mary Randolph
2d4930b4-5c33-410c-8787-10344e91ac11,d25bf6c7-f8d1-4bff-8cc4-51a6590f925d,479ccf30-c54d-4685-8095-1bcc9a7dc5b3,2023-08-01,2333.46,DUPLICATE_ORDER,Julie Hudson
77a11b5e-9651-414c-9ebe-904cf4ab3b2e,b61ffb1d-7985-4c17-9d99-8138b6744722,2b39ff06-a910-44eb-9131-d93e7a6b1322,2024-03-13,2345.21,NOT_AS_DESCRIBED,Brian Brown
b1da6d8f-d059-405d-bad0-2191022d9ea9,e9c7eaa1-7d0f-4996-b0ba-df7a542b9115,cf812eee-ccf1-44b5-9dc6-300e0d137782,2024-04-30,140.26,BUYER_REMORSE,Gregory Olson
2b29eb4f-47a7-486b-9885-85c829fac967,f580514c-c267-4791-aef5-da8f113c7fd8,1e858acf-2131-4f7b-bced-9f05803db8fa,2023-12-31,42.01,BUYER_REMORSE,Eric Freeman
3868a9b9-bce2-45b9-95e4-161b9b58385e,b62f9ef2-b1fc-48a8-935b-888db34f5944,92fadf9c-7762-4716-b945-6365d16e6138,2023-12-07,549.1,WRONG_ITEM,Damon Hill
f3bdef7e-6a86-463d-a7c1-3c95f8b89094,e56cbacc-94de-412c-a542-22393ff01a0c,5c8ad488-2644-42be-a2e2-3c4f0f16d18a,2024-04-29,184.78,FIT_ISSUE,Katrina Robinson
00e44566-063e-43cd-bbec-3da07b6fff17,744b21c8-4359-4ab3-a045-fd5a8b947bc4,b5ddff17-416f-4fe0-9bd8-7d0ba022d9bc,2023-11-15,243.41,FIT_ISSUE,Mariah Holmes
7cc7a30e-543c-4f24-bab9-4fb691b31766,48d5e4ac-651d-4a38-b903-2eacbd20e450,02d3edb9-1fab-48a9-a19b-e7df7118ebaa,2024-02-19,25.68,BUYER_REMORSE,Tracy Myers
bafaa021-6ac7-4b17-b6f1-3da6931f0849,b31d24e4-785b-4bfd-a204-30af942e04cf,aa7b0947-7e2e-495b-b802-8c0d5bee8f51,2023-10-06,135.95,FIT_ISSUE,Micheal Harrison
64b7fe02-2b5d-474c-b976-cc69bd45cca4,adf86a6f-e440-4d48-8ee3-e4e95ff43641,c6c75bee-1cf5-4762-b960-c57547e4973b,2023-11-09,543.08,FIT_ISSUE,Christopher Jones
ee9889ac-4758-4d8d-b4eb-100ebaf45cfc,ab2cd929-a390-4892-af75-fe34e9677bb6,cc4f7ff8-6dc8-40f1-8db8-cbcf7cc0e09a,2024-03-20,69.8,DAMAGED_TRANSIT,Linda Harris
f47d5ab4-7932-4948-b564-38287d46b4c3,1d4f0f5f-0ca1-441a-b3ee-6e1c06eae523,5d77b3c1-9f17-47d3-bddc-7685bffb5b16,2023-12-17,76.78,DEFECTIVE,Anthony Gonzalez
c709e21e-301e-4607-ae2d-9c5d23d39182,274001a5-c4ab-478d-b5cf-5148f73f157d,74fd4506-fffd-4e01-ac8b-d3991bda2bc0,2024-03-27,189.37,BUYER_REMORSE,Angela Davis
cebdcde1-4c77-4f48-bff5-e1a502dd5002,3d941556-f11a-45f2-9e55-8f60fca9ed1f,feb56069-bd81-424d-a413-9fe54de2cb11,2024-01-01,905.58,NOT_AS_DESCRIBED,Matthew Reese
5e70f69c-6f82-4041-8a1b-16f9a07b96ed,b3567a27-457b-42bb-afcc-2e04ae66ead7,18d4022c-21d1-4d8d-8e22-5d02eab3e461,2023-04-01,224.51,BUYER_REMORSE,Kara Watts
cc954368-efd6-4311-9950-b76834909858,99ff90fa-036c-4180-b062-0c2db70b4db5,8f3af4c1-4536-4728-8e9e-21a7b3b5b4f8,2023-08-02,176.48,FIT_ISSUE,Desiree Williams
546345f1-ecfe-4287-8d5d-edffe61836a3,22ca24ce-301a-47c4-8efb-ff5ce537bd97,cf73f4ad-0340-4d58-8022-38be55818828,2023-11-03,148.9,FIT_ISSUE,Chad Brown
1790df45-2a25-4948-a844-a4345d02b222,1f7b69fe-dd70-4e1b-bbe7-3b028ac590da,46453489-2735-42af-bbde-2da699714f27,2023-09-21,1254.98,FIT_ISSUE,Robert Rangel
520b8d59-a1da-4616-b6c5-f5b0969d0149,80aba83f-7948-4b7d-abaf-67510285fb96,f0a1f9e3-85db-4832-9de1-536aef0646fd,2024-04-26,40.78,FIT_ISSUE,Christopher Chambers
18347a05-53d2-4b9b-89c1-af1b3633ba81,9559a0da-c132-4cbd-92e8-66281e70b5a1,ba205116-5007-4209-9eca-66e8462169f8,2024-02-06,372.58,NOT_AS_DESCRIBED,Andrew Lewis
e9f0f245-7b06-4e00-aabf-869ffcd06e1e,008388a9-c77b-448e-b505-aa3b26fbf9cb,2da12e9a-5c16-49a9-bc4d-eb7c61dd2dc1,2024-04-14,396.62,LATE_ARRIVAL,Christopher Ruiz
d8637af2-ecd3-49fc-ac07-62867e7962b5,a84c39ab-f2c1-40ae-b900-0a67c88d03db,7d9e1cf7-2534-4ca2-bd97-5c94efef55b3,2023-12-15,640.85,FIT_ISSUE,Sandra Cantrell
46372bab-7aeb-4b79-8d78-bfe84ba02407,125e43ae-8659-4aae-964f-6b3b56f79a63,4618ac42-7937-48da-b21c-3add219f6a55,2023-11-01,44.99,FIT_ISSUE,Catherine Brown
39407eda-b08a-47b1-8d4d-42aa6719461c,fd13a4dc-c17d-43f5-9fdb-807b8840bf47,768f1cce-72e9-4240-8c96-7c3635246fea,2023-11-12,43.15,BUYER_REMORSE,Michelle Ferguson
6413093d-1dee-4be7-920c-26defcfbd515,9eea001d-680a-43ff-be0f-6f926df1beda,79a52d4e-660f-4038-b693-f35ff6a0a9cc,2023-10-13,153.11,DAMAGED_TRANSIT,Antonio Sutton
3e4aac65-4499-4877-8c68-1b65bdad8655,17d33aa6-d745-4ec2-bc64-96a38e2660e0,32635ca8-0b53-402c-9e7c-ca0b5ec704cd,2024-03-31,139.95,NOT_AS_DESCRIBED,Michelle Garza
cbab8f59-fc3a-46bd-8c67-460b8b78c051,a6a868b5-c39a-4561-9e9b-4c1f1951092e,29385932-8b12-4941-b3dd-19d308e0dd16,2023-03-04,144.42,BUYER_REMORSE,Melissa Lane
e34f726b-07d7-47d8-8183-4ab6cea00f45,6cba13ba-0dff-462c-8f8f-b19e0e78b35f,82546ab2-7ddc-4309-ac53-22a830bb7da3,2023-04-08,109.7,NOT_AS_DESCRIBED,Kelly Smith
a0a378df-48f4-4d4d-9c37-5bad7c9919fb,be1e4a51-04a8-482d-ae32-2a01b3888555,50855b55-bc32-453e-89bb-72de7b31da55,2023-04-20,41.42,WRONG_ITEM,Chad Nunez
1b923ab4-8519-4956-a063-f0306cb07ed4,15e6944d-1611-4fbc-83ae-1128acf7a48d,32683a56-ecb1-4497-8f39-387b62971007,2024-03-18,1178.45,FIT_ISSUE,Jordan Perkins
477e02ed-25f8-4e1c-9066-1fd3a39a0571,d1a400de-eebd-43ee-b4f9-cbb1e5aa1e69,8ec3772f-06d2-4619-bedb-04f6eaa8ddf6,2024-01-25,2151.33,DUPLICATE_ORDER,Zachary Norman
fe6ecb3c-8d19-4fb4-8b3a-e636b920ad1e,4b15b837-ec50-4562-a38c-078938a1db03,87f8b24b-e8c7-4356-b079-df0e492fdfc0,2023-09-07,866.25,FIT_ISSUE,Katherine Wilcox
367b1924-1ec7-433e-997f-608de297387b,e9a49e3c-5645-48e9-8fe2-f71525b34cc8,ba3e7225-a8a9-44f6-ab1a-029486ceb058,2023-11-12,69.78,DUPLICATE_ORDER,Kristin Ramos
018a6c0b-0729-41ba-bd81-efadca80b153,8d8b1fb5-ca85-4969-a36e-bb5ee12b2eb2,e135b215-1d33-47de-bfb4-4c43899e0ba7,2024-03-24,45.14,NOT_AS_DESCRIBED,Ashley Jackson
8b1c9cc4-f83c-49ce-82db-0aa1bbb73aad,78143cf9-22a2-4ff2-9988-7553d2b682fd,79db78e4-9cfb-488d-834f-1f533bc15beb,2023-09-18,63.3,FIT_ISSUE,Derek Bowen
5075bb8e-d289-4738-bfc5-0877951e055a,d7586934-e0c9-4a1a-8adb-f1170f85ec9e,74661393-9df6-46c9-aaf3-5796ef3238c1,2024-01-19,28.14,BUYER_REMORSE,Angela Lewis
91ef9c87-e3d4-4845-943f-14469f37d033,4f8b423c-7117-4113-8ae8-864729ef2d1b,806db960-32d6-4059-a902-96dd0a07f0bc,2023-03-13,184.96,WRONG_ITEM,Kayla Gibson
03210bed-3c02-457b-bb8d-7806099ceae9,2ba5be4b-994d-4fb9-bdf7-8fecfcc336be,c23dc71c-5579-4654-a6b7-526156cfff8e,2023-11-11,9.16,BUYER_REMORSE,Tamara Humphrey
777fbdfb-e56c-4874-a687-bc123107dbb7,1635105d-53ae-4301-82b1-e7b1f6b1b30f,b570abf8-7f07-4911-842a-a03217ebbb0c,2023-11-03,16.04,NOT_AS_DESCRIBED,Elizabeth Baker
14340c23-6afa-4a5f-9165-fd646170b5b6,5543710a-c223-43a9-a5e4-35ad1fa4d653,cb59f795-7530-47ee-98ae-221c2c5803ab,2024-04-05,1073.01,DEFECTIVE,Jeffrey Mitchell
